dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
20/05/2021,20,5,2021,866,13,Austria,AT,AUT,8901064,Europe
19/05/2021,19,5,2021,630,11,Austria,AT,AUT,8901064,Europe
18/05/2021,18,5,2021,391,15,Austria,AT,AUT,8901064,Europe
17/05/2021,17,5,2021,676,6,Austria,AT,AUT,8901064,Europe
16/05/2021,16,5,2021,684,12,Austria,AT,AUT,8901064,Europe
15/05/2021,15,5,2021,721,14,Austria,AT,AUT,8901064,Europe
14/05/2021,14,5,2021,1100,11,Austria,AT,AUT,8901064,Europe
13/05/2021,13,5,2021,1179,14,Austria,AT,AUT,8901064,Europe
12/05/2021,12,5,2021,968,19,Austria,AT,AUT,8901064,Europe
11/05/2021,11,5,2021,670,16,Austria,AT,AUT,8901064,Europe
10/05/2021,10,5,2021,1009,11,Austria,AT,AUT,8901064,Europe
09/05/2021,9,5,2021,1251,14,Austria,AT,AUT,8901064,Europe
08/05/2021,8,5,2021,1383,23,Austria,AT,AUT,8901064,Europe
07/05/2021,7,5,2021,1220,8,Austria,AT,AUT,8901064,Europe
06/05/2021,6,5,2021,1682,26,Austria,AT,AUT,8901064,Europe
05/05/2021,5,5,2021,1297,25,Austria,AT,AUT,8901064,Europe
04/05/2021,4,5,2021,888,25,Austria,AT,AUT,8901064,Europe
03/05/2021,3,5,2021,1732,11,Austria,AT,AUT,8901064,Europe
02/05/2021,2,5,2021,1655,16,Austria,AT,AUT,8901064,Europe
01/05/2021,1,5,2021,2231,26,Austria,AT,AUT,8901064,Europe
30/04/2021,30,4,2021,1995,33,Austria,AT,AUT,8901064,Europe
29/04/2021,29,4,2021,2286,29,Austria,AT,AUT,8901064,Europe
28/04/2021,28,4,2021,1557,20,Austria,AT,AUT,8901064,Europe
27/04/2021,27,4,2021,1380,22,Austria,AT,AUT,8901064,Europe
26/04/2021,26,4,2021,2091,11,Austria,AT,AUT,8901064,Europe
25/04/2021,25,4,2021,2231,15,Austria,AT,AUT,8901064,Europe
24/04/2021,24,4,2021,2407,32,Austria,AT,AUT,8901064,Europe
23/04/2021,23,4,2021,2347,25,Austria,AT,AUT,8901064,Europe
22/04/2021,22,4,2021,2377,40,Austria,AT,AUT,8901064,Europe
21/04/2021,21,4,2021,2005,27,Austria,AT,AUT,8901064,Europe
20/04/2021,20,4,2021,1792,32,Austria,AT,AUT,8901064,Europe
19/04/2021,19,4,2021,2159,34,Austria,AT,AUT,8901064,Europe
18/04/2021,18,4,2021,2591,23,Austria,AT,AUT,8901064,Europe
17/04/2021,17,4,2021,2348,30,Austria,AT,AUT,8901064,Europe
16/04/2021,16,4,2021,2561,33,Austria,AT,AUT,8901064,Europe
15/04/2021,15,4,2021,2855,31,Austria,AT,AUT,8901064,Europe
14/04/2021,14,4,2021,2032,51,Austria,AT,AUT,8901064,Europe
13/04/2021,13,4,2021,1770,37,Austria,AT,AUT,8901064,Europe
12/04/2021,12,4,2021,2139,18,Austria,AT,AUT,8901064,Europe
11/04/2021,11,4,2021,3559,27,Austria,AT,AUT,8901064,Europe
10/04/2021,10,4,2021,2432,34,Austria,AT,AUT,8901064,Europe
09/04/2021,9,4,2021,3052,36,Austria,AT,AUT,8901064,Europe
08/04/2021,8,4,2021,3006,46,Austria,AT,AUT,8901064,Europe
07/04/2021,7,4,2021,2077,35,Austria,AT,AUT,8901064,Europe
06/04/2021,6,4,2021,2268,26,Austria,AT,AUT,8901064,Europe
05/04/2021,5,4,2021,2915,24,Austria,AT,AUT,8901064,Europe
04/04/2021,4,4,2021,3693,23,Austria,AT,AUT,8901064,Europe
03/04/2021,3,4,2021,3077,33,Austria,AT,AUT,8901064,Europe
02/04/2021,2,4,2021,3058,23,Austria,AT,AUT,8901064,Europe
01/04/2021,1,4,2021,3107,28,Austria,AT,AUT,8901064,Europe
31/03/2021,31,3,2021,2810,28,Austria,AT,AUT,8901064,Europe
30/03/2021,30,3,2021,3240,24,Austria,AT,AUT,8901064,Europe
29/03/2021,29,3,2021,2667,11,Austria,AT,AUT,8901064,Europe
28/03/2021,28,3,2021,3896,27,Austria,AT,AUT,8901064,Europe
27/03/2021,27,3,2021,3487,24,Austria,AT,AUT,8901064,Europe
26/03/2021,26,3,2021,3516,16,Austria,AT,AUT,8901064,Europe
25/03/2021,25,3,2021,3262,29,Austria,AT,AUT,8901064,Europe
24/03/2021,24,3,2021,2715,40,Austria,AT,AUT,8901064,Europe
23/03/2021,23,3,2021,2306,23,Austria,AT,AUT,8901064,Europe
22/03/2021,22,3,2021,2918,19,Austria,AT,AUT,8901064,Europe
21/03/2021,21,3,2021,4051,22,Austria,AT,AUT,8901064,Europe
20/03/2021,20,3,2021,3304,15,Austria,AT,AUT,8901064,Europe
19/03/2021,19,3,2021,3507,33,Austria,AT,AUT,8901064,Europe
18/03/2021,18,3,2021,2814,33,Austria,AT,AUT,8901064,Europe
17/03/2021,17,3,2021,2487,23,Austria,AT,AUT,8901064,Europe
16/03/2021,16,3,2021,1910,22,Austria,AT,AUT,8901064,Europe
15/03/2021,15,3,2021,2664,17,Austria,AT,AUT,8901064,Europe
14/03/2021,14,3,2021,3325,17,Austria,AT,AUT,8901064,Europe
13/03/2021,13,3,2021,3009,23,Austria,AT,AUT,8901064,Europe
12/03/2021,12,3,2021,2847,18,Austria,AT,AUT,8901064,Europe
11/03/2021,11,3,2021,2847,12,Austria,AT,AUT,8901064,Europe
10/03/2021,10,3,2021,2194,21,Austria,AT,AUT,8901064,Europe
09/03/2021,9,3,2021,1965,23,Austria,AT,AUT,8901064,Europe
08/03/2021,8,3,2021,2281,9,Austria,AT,AUT,8901064,Europe
07/03/2021,7,3,2021,2846,16,Austria,AT,AUT,8901064,Europe
06/03/2021,6,3,2021,2319,24,Austria,AT,AUT,8901064,Europe
05/03/2021,5,3,2021,2691,19,Austria,AT,AUT,8901064,Europe
04/03/2021,4,3,2021,2497,14,Austria,AT,AUT,8901064,Europe
03/03/2021,3,3,2021,1926,17,Austria,AT,AUT,8901064,Europe
02/03/2021,2,3,2021,1148,25,Austria,AT,AUT,8901064,Europe
01/03/2021,1,3,2021,456112,8414,Austria,AT,AUT,8901064,Europe
20/05/2021,20,5,2021,0,0,Belgium,BE,BEL,11522440,Europe
19/05/2021,19,5,2021,1,1,Belgium,BE,BEL,11522440,Europe
18/05/2021,18,5,2021,1635,17,Belgium,BE,BEL,11522440,Europe
17/05/2021,17,5,2021,3435,23,Belgium,BE,BEL,11522440,Europe
16/05/2021,16,5,2021,743,17,Belgium,BE,BEL,11522440,Europe
15/05/2021,15,5,2021,1263,22,Belgium,BE,BEL,11522440,Europe
14/05/2021,14,5,2021,2554,20,Belgium,BE,BEL,11522440,Europe
13/05/2021,13,5,2021,927,21,Belgium,BE,BEL,11522440,Europe
12/05/2021,12,5,2021,2783,19,Belgium,BE,BEL,11522440,Europe
11/05/2021,11,5,2021,2987,17,Belgium,BE,BEL,11522440,Europe
10/05/2021,10,5,2021,3354,28,Belgium,BE,BEL,11522440,Europe
09/05/2021,9,5,2021,866,32,Belgium,BE,BEL,11522440,Europe
08/05/2021,8,5,2021,1703,42,Belgium,BE,BEL,11522440,Europe
07/05/2021,7,5,2021,3304,26,Belgium,BE,BEL,11522440,Europe
06/05/2021,6,5,2021,3490,38,Belgium,BE,BEL,11522440,Europe
05/05/2021,5,5,2021,3633,38,Belgium,BE,BEL,11522440,Europe
04/05/2021,4,5,2021,3652,40,Belgium,BE,BEL,11522440,Europe
03/05/2021,3,5,2021,4325,43,Belgium,BE,BEL,11522440,Europe
02/05/2021,2,5,2021,1134,34,Belgium,BE,BEL,11522440,Europe
01/05/2021,1,5,2021,1336,28,Belgium,BE,BEL,11522440,Europe
30/04/2021,30,4,2021,3472,33,Belgium,BE,BEL,11522440,Europe
29/04/2021,29,4,2021,3357,46,Belgium,BE,BEL,11522440,Europe
28/04/2021,28,4,2021,3451,49,Belgium,BE,BEL,11522440,Europe
27/04/2021,27,4,2021,3763,26,Belgium,BE,BEL,11522440,Europe
26/04/2021,26,4,2021,4258,44,Belgium,BE,BEL,11522440,Europe
25/04/2021,25,4,2021,1137,39,Belgium,BE,BEL,11522440,Europe
24/04/2021,24,4,2021,1889,35,Belgium,BE,BEL,11522440,Europe
23/04/2021,23,4,2021,3630,42,Belgium,BE,BEL,11522440,Europe
22/04/2021,22,4,2021,3797,43,Belgium,BE,BEL,11522440,Europe
21/04/2021,21,4,2021,4076,36,Belgium,BE,BEL,11522440,Europe
20/04/2021,20,4,2021,4456,36,Belgium,BE,BEL,11522440,Europe
19/04/2021,19,4,2021,5449,50,Belgium,BE,BEL,11522440,Europe
18/04/2021,18,4,2021,1303,34,Belgium,BE,BEL,11522440,Europe
17/04/2021,17,4,2021,2330,30,Belgium,BE,BEL,11522440,Europe
16/04/2021,16,4,2021,4027,45,Belgium,BE,BEL,11522440,Europe
15/04/2021,15,4,2021,3803,42,Belgium,BE,BEL,11522440,Europe
14/04/2021,14,4,2021,3909,39,Belgium,BE,BEL,11522440,Europe
13/04/2021,13,4,2021,4282,37,Belgium,BE,BEL,11522440,Europe
12/04/2021,12,4,2021,4721,43,Belgium,BE,BEL,11522440,Europe
11/04/2021,11,4,2021,1297,22,Belgium,BE,BEL,11522440,Europe
10/04/2021,10,4,2021,2348,46,Belgium,BE,BEL,11522440,Europe
09/04/2021,9,4,2021,4480,44,Belgium,BE,BEL,11522440,Europe
08/04/2021,8,4,2021,4452,43,Belgium,BE,BEL,11522440,Europe
07/04/2021,7,4,2021,4724,42,Belgium,BE,BEL,11522440,Europe
06/04/2021,6,4,2021,5190,45,Belgium,BE,BEL,11522440,Europe
05/04/2021,5,4,2021,1573,49,Belgium,BE,BEL,11522440,Europe
04/04/2021,4,4,2021,1472,36,Belgium,BE,BEL,11522440,Europe
03/04/2021,3,4,2021,2694,40,Belgium,BE,BEL,11522440,Europe
02/04/2021,2,4,2021,4879,46,Belgium,BE,BEL,11522440,Europe
01/04/2021,1,4,2021,4684,40,Belgium,BE,BEL,11522440,Europe
31/03/2021,31,3,2021,4705,31,Belgium,BE,BEL,11522440,Europe
30/03/2021,30,3,2021,5195,33,Belgium,BE,BEL,11522440,Europe
29/03/2021,29,3,2021,6154,31,Belgium,BE,BEL,11522440,Europe
28/03/2021,28,3,2021,1683,23,Belgium,BE,BEL,11522440,Europe
27/03/2021,27,3,2021,3056,28,Belgium,BE,BEL,11522440,Europe
26/03/2021,26,3,2021,5714,20,Belgium,BE,BEL,11522440,Europe
25/03/2021,25,3,2021,5579,34,Belgium,BE,BEL,11522440,Europe
24/03/2021,24,3,2021,5554,27,Belgium,BE,BEL,11522440,Europe
23/03/2021,23,3,2021,5997,24,Belgium,BE,BEL,11522440,Europe
22/03/2021,22,3,2021,6285,33,Belgium,BE,BEL,11522440,Europe
21/03/2021,21,3,2021,1590,24,Belgium,BE,BEL,11522440,Europe
20/03/2021,20,3,2021,2841,24,Belgium,BE,BEL,11522440,Europe
19/03/2021,19,3,2021,5197,31,Belgium,BE,BEL,11522440,Europe
18/03/2021,18,3,2021,5047,26,Belgium,BE,BEL,11522440,Europe
17/03/2021,17,3,2021,4843,25,Belgium,BE,BEL,11522440,Europe
16/03/2021,16,3,2021,4606,27,Belgium,BE,BEL,11522440,Europe
15/03/2021,15,3,2021,5280,25,Belgium,BE,BEL,11522440,Europe
14/03/2021,14,3,2021,1397,20,Belgium,BE,BEL,11522440,Europe
13/03/2021,13,3,2021,2182,24,Belgium,BE,BEL,11522440,Europe
12/03/2021,12,3,2021,3765,20,Belgium,BE,BEL,11522440,Europe
11/03/2021,11,3,2021,3515,26,Belgium,BE,BEL,11522440,Europe
10/03/2021,10,3,2021,3412,24,Belgium,BE,BEL,11522440,Europe
09/03/2021,9,3,2021,3420,23,Belgium,BE,BEL,11522440,Europe
08/03/2021,8,3,2021,3710,36,Belgium,BE,BEL,11522440,Europe
07/03/2021,7,3,2021,795,19,Belgium,BE,BEL,11522440,Europe
06/03/2021,6,3,2021,1524,25,Belgium,BE,BEL,11522440,Europe
05/03/2021,5,3,2021,2751,33,Belgium,BE,BEL,11522440,Europe
04/03/2021,4,3,2021,2708,16,Belgium,BE,BEL,11522440,Europe
03/03/2021,3,3,2021,2772,26,Belgium,BE,BEL,11522440,Europe
02/03/2021,2,3,2021,2775,25,Belgium,BE,BEL,11522440,Europe
01/03/2021,1,3,2021,776340,22277,Belgium,BE,BEL,11522440,Europe
20/05/2021,20,5,2021,361,37,Bulgaria,BG,BGR,6951482,Europe
19/05/2021,19,5,2021,457,36,Bulgaria,BG,BGR,6951482,Europe
18/05/2021,18,5,2021,677,84,Bulgaria,BG,BGR,6951482,Europe
17/05/2021,17,5,2021,151,9,Bulgaria,BG,BGR,6951482,Europe
16/05/2021,16,5,2021,203,7,Bulgaria,BG,BGR,6951482,Europe
15/05/2021,15,5,2021,518,49,Bulgaria,BG,BGR,6951482,Europe
14/05/2021,14,5,2021,506,44,Bulgaria,BG,BGR,6951482,Europe
13/05/2021,13,5,2021,657,46,Bulgaria,BG,BGR,6951482,Europe
12/05/2021,12,5,2021,877,59,Bulgaria,BG,BGR,6951482,Europe
11/05/2021,11,5,2021,1078,116,Bulgaria,BG,BGR,6951482,Europe
10/05/2021,10,5,2021,241,27,Bulgaria,BG,BGR,6951482,Europe
09/05/2021,9,5,2021,466,16,Bulgaria,BG,BGR,6951482,Europe
08/05/2021,8,5,2021,1123,86,Bulgaria,BG,BGR,6951482,Europe
07/05/2021,7,5,2021,545,27,Bulgaria,BG,BGR,6951482,Europe
06/05/2021,6,5,2021,1635,164,Bulgaria,BG,BGR,6951482,Europe
05/05/2021,5,5,2021,367,61,Bulgaria,BG,BGR,6951482,Europe
04/05/2021,4,5,2021,631,56,Bulgaria,BG,BGR,6951482,Europe
03/05/2021,3,5,2021,348,48,Bulgaria,BG,BGR,6951482,Europe
02/05/2021,2,5,2021,466,45,Bulgaria,BG,BGR,6951482,Europe
01/05/2021,1,5,2021,652,31,Bulgaria,BG,BGR,6951482,Europe
30/04/2021,30,4,2021,1237,90,Bulgaria,BG,BGR,6951482,Europe
29/04/2021,29,4,2021,1382,96,Bulgaria,BG,BGR,6951482,Europe
28/04/2021,28,4,2021,1850,81,Bulgaria,BG,BGR,6951482,Europe
27/04/2021,27,4,2021,1759,194,Bulgaria,BG,BGR,6951482,Europe
26/04/2021,26,4,2021,400,48,Bulgaria,BG,BGR,6951482,Europe
25/04/2021,25,4,2021,798,33,Bulgaria,BG,BGR,6951482,Europe
24/04/2021,24,4,2021,1708,105,Bulgaria,BG,BGR,6951482,Europe
23/04/2021,23,4,2021,1681,103,Bulgaria,BG,BGR,6951482,Europe
22/04/2021,22,4,2021,2002,100,Bulgaria,BG,BGR,6951482,Europe
21/04/2021,21,4,2021,2096,106,Bulgaria,BG,BGR,6951482,Europe
20/04/2021,20,4,2021,2434,217,Bulgaria,BG,BGR,6951482,Europe
19/04/2021,19,4,2021,418,57,Bulgaria,BG,BGR,6951482,Europe
18/04/2021,18,4,2021,1076,38,Bulgaria,BG,BGR,6951482,Europe
17/04/2021,17,4,2021,2126,121,Bulgaria,BG,BGR,6951482,Europe
16/04/2021,16,4,2021,2185,108,Bulgaria,BG,BGR,6951482,Europe
15/04/2021,15,4,2021,2517,125,Bulgaria,BG,BGR,6951482,Europe
14/04/2021,14,4,2021,2944,127,Bulgaria,BG,BGR,6951482,Europe
13/04/2021,13,4,2021,3122,201,Bulgaria,BG,BGR,6951482,Europe
12/04/2021,12,4,2021,462,67,Bulgaria,BG,BGR,6951482,Europe
11/04/2021,11,4,2021,1352,43,Bulgaria,BG,BGR,6951482,Europe
10/04/2021,10,4,2021,2803,138,Bulgaria,BG,BGR,6951482,Europe
09/04/2021,9,4,2021,2957,136,Bulgaria,BG,BGR,6951482,Europe
08/04/2021,8,4,2021,3556,116,Bulgaria,BG,BGR,6951482,Europe
07/04/2021,7,4,2021,4004,132,Bulgaria,BG,BGR,6951482,Europe
06/04/2021,6,4,2021,3860,197,Bulgaria,BG,BGR,6951482,Europe
05/04/2021,5,4,2021,740,82,Bulgaria,BG,BGR,6951482,Europe
04/04/2021,4,4,2021,1919,69,Bulgaria,BG,BGR,6951482,Europe
03/04/2021,3,4,2021,4013,125,Bulgaria,BG,BGR,6951482,Europe
02/04/2021,2,4,2021,3694,116,Bulgaria,BG,BGR,6951482,Europe
01/04/2021,1,4,2021,4207,129,Bulgaria,BG,BGR,6951482,Europe
31/03/2021,31,3,2021,5176,155,Bulgaria,BG,BGR,6951482,Europe
30/03/2021,30,3,2021,4497,203,Bulgaria,BG,BGR,6951482,Europe
29/03/2021,29,3,2021,983,60,Bulgaria,BG,BGR,6951482,Europe
28/03/2021,28,3,2021,2537,49,Bulgaria,BG,BGR,6951482,Europe
27/03/2021,27,3,2021,4129,89,Bulgaria,BG,BGR,6951482,Europe
26/03/2021,26,3,2021,3988,99,Bulgaria,BG,BGR,6951482,Europe
25/03/2021,25,3,2021,4375,106,Bulgaria,BG,BGR,6951482,Europe
24/03/2021,24,3,2021,4851,119,Bulgaria,BG,BGR,6951482,Europe
23/03/2021,23,3,2021,4467,169,Bulgaria,BG,BGR,6951482,Europe
22/03/2021,22,3,2021,943,53,Bulgaria,BG,BGR,6951482,Europe
21/03/2021,21,3,2021,2541,34,Bulgaria,BG,BGR,6951482,Europe
20/03/2021,20,3,2021,4162,115,Bulgaria,BG,BGR,6951482,Europe
19/03/2021,19,3,2021,4008,102,Bulgaria,BG,BGR,6951482,Europe
18/03/2021,18,3,2021,4201,136,Bulgaria,BG,BGR,6951482,Europe
17/03/2021,17,3,2021,4374,107,Bulgaria,BG,BGR,6951482,Europe
16/03/2021,16,3,2021,4637,187,Bulgaria,BG,BGR,6951482,Europe
15/03/2021,15,3,2021,679,51,Bulgaria,BG,BGR,6951482,Europe
14/03/2021,14,3,2021,2019,38,Bulgaria,BG,BGR,6951482,Europe
13/03/2021,13,3,2021,3159,102,Bulgaria,BG,BGR,6951482,Europe
12/03/2021,12,3,2021,3121,95,Bulgaria,BG,BGR,6951482,Europe
11/03/2021,11,3,2021,2774,97,Bulgaria,BG,BGR,6951482,Europe
10/03/2021,10,3,2021,3502,138,Bulgaria,BG,BGR,6951482,Europe
09/03/2021,9,3,2021,2995,150,Bulgaria,BG,BGR,6951482,Europe
08/03/2021,8,3,2021,497,21,Bulgaria,BG,BGR,6951482,Europe
07/03/2021,7,3,2021,1426,22,Bulgaria,BG,BGR,6951482,Europe
06/03/2021,6,3,2021,3004,65,Bulgaria,BG,BGR,6951482,Europe
05/03/2021,5,3,2021,2198,93,Bulgaria,BG,BGR,6951482,Europe
04/03/2021,4,3,2021,1154,22,Bulgaria,BG,BGR,6951482,Europe
03/03/2021,3,3,2021,2403,83,Bulgaria,BG,BGR,6951482,Europe
02/03/2021,2,3,2021,2588,117,Bulgaria,BG,BGR,6951482,Europe
01/03/2021,1,3,2021,247038,10191,Bulgaria,BG,BGR,6951482,Europe
20/05/2021,20,5,2021,1000,27,Croatia,HR,HRV,4058165,Europe
19/05/2021,19,5,2021,491,27,Croatia,HR,HRV,4058165,Europe
18/05/2021,18,5,2021,116,30,Croatia,HR,HRV,4058165,Europe
17/05/2021,17,5,2021,480,21,Croatia,HR,HRV,4058165,Europe
16/05/2021,16,5,2021,826,23,Croatia,HR,HRV,4058165,Europe
15/05/2021,15,5,2021,926,41,Croatia,HR,HRV,4058165,Europe
14/05/2021,14,5,2021,1064,34,Croatia,HR,HRV,4058165,Europe
13/05/2021,13,5,2021,1471,40,Croatia,HR,HRV,4058165,Europe
12/05/2021,12,5,2021,876,46,Croatia,HR,HRV,4058165,Europe
11/05/2021,11,5,2021,253,34,Croatia,HR,HRV,4058165,Europe
10/05/2021,10,5,2021,665,45,Croatia,HR,HRV,4058165,Europe
09/05/2021,9,5,2021,1342,36,Croatia,HR,HRV,4058165,Europe
08/05/2021,8,5,2021,1435,33,Croatia,HR,HRV,4058165,Europe
07/05/2021,7,5,2021,1640,40,Croatia,HR,HRV,4058165,Europe
06/05/2021,6,5,2021,2494,51,Croatia,HR,HRV,4058165,Europe
05/05/2021,5,5,2021,1396,46,Croatia,HR,HRV,4058165,Europe
04/05/2021,4,5,2021,349,36,Croatia,HR,HRV,4058165,Europe
03/05/2021,3,5,2021,944,52,Croatia,HR,HRV,4058165,Europe
02/05/2021,2,5,2021,2046,49,Croatia,HR,HRV,4058165,Europe
01/05/2021,1,5,2021,2007,41,Croatia,HR,HRV,4058165,Europe
30/04/2021,30,4,2021,2439,39,Croatia,HR,HRV,4058165,Europe
29/04/2021,29,4,2021,2904,44,Croatia,HR,HRV,4058165,Europe
28/04/2021,28,4,2021,1797,52,Croatia,HR,HRV,4058165,Europe
27/04/2021,27,4,2021,410,51,Croatia,HR,HRV,4058165,Europe
26/04/2021,26,4,2021,1254,39,Croatia,HR,HRV,4058165,Europe
25/04/2021,25,4,2021,2535,31,Croatia,HR,HRV,4058165,Europe
24/04/2021,24,4,2021,2529,46,Croatia,HR,HRV,4058165,Europe
23/04/2021,23,4,2021,2885,46,Croatia,HR,HRV,4058165,Europe
22/04/2021,22,4,2021,3117,49,Croatia,HR,HRV,4058165,Europe
21/04/2021,21,4,2021,2106,42,Croatia,HR,HRV,4058165,Europe
20/04/2021,20,4,2021,410,39,Croatia,HR,HRV,4058165,Europe
19/04/2021,19,4,2021,1565,39,Croatia,HR,HRV,4058165,Europe
18/04/2021,18,4,2021,2627,37,Croatia,HR,HRV,4058165,Europe
17/04/2021,17,4,2021,2698,44,Croatia,HR,HRV,4058165,Europe
16/04/2021,16,4,2021,2927,43,Croatia,HR,HRV,4058165,Europe
15/04/2021,15,4,2021,3099,41,Croatia,HR,HRV,4058165,Europe
14/04/2021,14,4,2021,1936,25,Croatia,HR,HRV,4058165,Europe
13/04/2021,13,4,2021,422,25,Croatia,HR,HRV,4058165,Europe
12/04/2021,12,4,2021,1617,39,Croatia,HR,HRV,4058165,Europe
11/04/2021,11,4,2021,2535,34,Croatia,HR,HRV,4058165,Europe
10/04/2021,10,4,2021,2599,50,Croatia,HR,HRV,4058165,Europe
09/04/2021,9,4,2021,3217,36,Croatia,HR,HRV,4058165,Europe
08/04/2021,8,4,2021,1649,36,Croatia,HR,HRV,4058165,Europe
07/04/2021,7,4,2021,735,30,Croatia,HR,HRV,4058165,Europe
06/04/2021,6,4,2021,138,25,Croatia,HR,HRV,4058165,Europe
05/04/2021,5,4,2021,1376,33,Croatia,HR,HRV,4058165,Europe
04/04/2021,4,4,2021,2234,29,Croatia,HR,HRV,4058165,Europe
03/04/2021,3,4,2021,2362,29,Croatia,HR,HRV,4058165,Europe
02/04/2021,2,4,2021,2422,20,Croatia,HR,HRV,4058165,Europe
01/04/2021,1,4,2021,2623,19,Croatia,HR,HRV,4058165,Europe
31/03/2021,31,3,2021,1487,17,Croatia,HR,HRV,4058165,Europe
30/03/2021,30,3,2021,300,18,Croatia,HR,HRV,4058165,Europe
29/03/2021,29,3,2021,1321,21,Croatia,HR,HRV,4058165,Europe
28/03/2021,28,3,2021,1790,18,Croatia,HR,HRV,4058165,Europe
27/03/2021,27,3,2021,1802,16,Croatia,HR,HRV,4058165,Europe
26/03/2021,26,3,2021,1673,10,Croatia,HR,HRV,4058165,Europe
25/03/2021,25,3,2021,1891,20,Croatia,HR,HRV,4058165,Europe
24/03/2021,24,3,2021,956,22,Croatia,HR,HRV,4058165,Europe
23/03/2021,23,3,2021,150,13,Croatia,HR,HRV,4058165,Europe
22/03/2021,22,3,2021,834,20,Croatia,HR,HRV,4058165,Europe
21/03/2021,21,3,2021,1186,10,Croatia,HR,HRV,4058165,Europe
20/03/2021,20,3,2021,1112,17,Croatia,HR,HRV,4058165,Europe
19/03/2021,19,3,2021,1197,17,Croatia,HR,HRV,4058165,Europe
18/03/2021,18,3,2021,1445,12,Croatia,HR,HRV,4058165,Europe
17/03/2021,17,3,2021,691,12,Croatia,HR,HRV,4058165,Europe
16/03/2021,16,3,2021,129,8,Croatia,HR,HRV,4058165,Europe
15/03/2021,15,3,2021,561,7,Croatia,HR,HRV,4058165,Europe
14/03/2021,14,3,2021,823,23,Croatia,HR,HRV,4058165,Europe
13/03/2021,13,3,2021,823,12,Croatia,HR,HRV,4058165,Europe
12/03/2021,12,3,2021,777,10,Croatia,HR,HRV,4058165,Europe
11/03/2021,11,3,2021,962,4,Croatia,HR,HRV,4058165,Europe
10/03/2021,10,3,2021,491,12,Croatia,HR,HRV,4058165,Europe
09/03/2021,9,3,2021,94,19,Croatia,HR,HRV,4058165,Europe
08/03/2021,8,3,2021,394,5,Croatia,HR,HRV,4058165,Europe
07/03/2021,7,3,2021,658,15,Croatia,HR,HRV,4058165,Europe
06/03/2021,6,3,2021,590,6,Croatia,HR,HRV,4058165,Europe
05/03/2021,5,3,2021,667,9,Croatia,HR,HRV,4058165,Europe
04/03/2021,4,3,2021,747,7,Croatia,HR,HRV,4058165,Europe
03/03/2021,3,3,2021,394,11,Croatia,HR,HRV,4058165,Europe
02/03/2021,2,3,2021,91,11,Croatia,HR,HRV,4058165,Europe
01/03/2021,1,3,2021,242973,5526,Croatia,HR,HRV,4058165,Europe
20/05/2021,20,5,2021,135,0,Cyprus,CY,CYP,888005,Europe
19/05/2021,19,5,2021,167,1,Cyprus,CY,CYP,888005,Europe
18/05/2021,18,5,2021,167,1,Cyprus,CY,CYP,888005,Europe
17/05/2021,17,5,2021,165,0,Cyprus,CY,CYP,888005,Europe
16/05/2021,16,5,2021,157,0,Cyprus,CY,CYP,888005,Europe
15/05/2021,15,5,2021,171,4,Cyprus,CY,CYP,888005,Europe
14/05/2021,14,5,2021,213,1,Cyprus,CY,CYP,888005,Europe
13/05/2021,13,5,2021,260,2,Cyprus,CY,CYP,888005,Europe
12/05/2021,12,5,2021,390,2,Cyprus,CY,CYP,888005,Europe
11/05/2021,11,5,2021,276,1,Cyprus,CY,CYP,888005,Europe
10/05/2021,10,5,2021,269,2,Cyprus,CY,CYP,888005,Europe
09/05/2021,9,5,2021,397,2,Cyprus,CY,CYP,888005,Europe
08/05/2021,8,5,2021,324,4,Cyprus,CY,CYP,888005,Europe
07/05/2021,7,5,2021,460,1,Cyprus,CY,CYP,888005,Europe
06/05/2021,6,5,2021,562,1,Cyprus,CY,CYP,888005,Europe
05/05/2021,5,5,2021,509,5,Cyprus,CY,CYP,888005,Europe
04/05/2021,4,5,2021,481,7,Cyprus,CY,CYP,888005,Europe
03/05/2021,3,5,2021,58,1,Cyprus,CY,CYP,888005,Europe
02/05/2021,2,5,2021,463,1,Cyprus,CY,CYP,888005,Europe
01/05/2021,1,5,2021,676,4,Cyprus,CY,CYP,888005,Europe
30/04/2021,30,4,2021,668,2,Cyprus,CY,CYP,888005,Europe
29/04/2021,29,4,2021,845,3,Cyprus,CY,CYP,888005,Europe
28/04/2021,28,4,2021,760,2,Cyprus,CY,CYP,888005,Europe
27/04/2021,27,4,2021,611,3,Cyprus,CY,CYP,888005,Europe
26/04/2021,26,4,2021,773,0,Cyprus,CY,CYP,888005,Europe
25/04/2021,25,4,2021,895,1,Cyprus,CY,CYP,888005,Europe
24/04/2021,24,4,2021,889,1,Cyprus,CY,CYP,888005,Europe
23/04/2021,23,4,2021,927,1,Cyprus,CY,CYP,888005,Europe
22/04/2021,22,4,2021,843,0,Cyprus,CY,CYP,888005,Europe
21/04/2021,21,4,2021,941,1,Cyprus,CY,CYP,888005,Europe
20/04/2021,20,4,2021,822,3,Cyprus,CY,CYP,888005,Europe
19/04/2021,19,4,2021,852,3,Cyprus,CY,CYP,888005,Europe
18/04/2021,18,4,2021,786,4,Cyprus,CY,CYP,888005,Europe
17/04/2021,17,4,2021,677,1,Cyprus,CY,CYP,888005,Europe
