Dato,NyePositive_PCR,NyePositive_Antigen,AntalTest_PCR,AntalTest_Antigen,Dødsfald,Nyindlæggelser
2020-01-27,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,0
2020-01-30,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0
2020-02-02,0,0,1,0,0,0
2020-02-03,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0
2020-02-13,0,0,1,0,0,0
2020-02-14,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,1,0,0,0
2020-02-18,0,0,2,0,0,0
2020-02-19,0,0,2,0,0,0
2020-02-20,0,0,1,0,0,0
2020-02-21,0,0,0,0,0,0
2020-02-22,0,0,1,0,0,0
2020-02-23,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0
2020-02-25,0,0,10,0,0,0
2020-02-26,1,0,30,0,0,0
2020-02-27,1,0,109,0,0,0
2020-02-28,1,0,62,0,0,0
2020-02-29,0,0,74,0,0,0
2020-03-01,1,0,49,0,0,1
2020-03-02,4,0,80,0,0,0
2020-03-03,5,0,63,0,0,1
2020-03-04,3,0,88,0,0,0
2020-03-05,10,0,109,0,0,1
2020-03-06,2,0,127,0,0,4
2020-03-07,9,0,108,0,0,0
2020-03-08,48,0,229,0,0,3
2020-03-09,210,0,577,0,0,9
2020-03-10,256,0,806,0,0,15
2020-03-11,207,0,882,0,1,10
2020-03-12,44,0,676,0,0,18
2020-03-13,33,0,710,0,0,26
2020-03-14,37,0,583,0,1,24
2020-03-15,45,0,726,0,2,33
2020-03-16,74,0,1016,0,1,45
2020-03-17,76,0,948,0,1,47
2020-03-18,83,0,1226,0,4,47
2020-03-19,107,0,1848,0,5,50
2020-03-20,103,0,1178,0,4,64
2020-03-21,48,0,602,0,3,34
2020-03-22,62,0,532,0,3,42
2020-03-23,132,0,1124,0,6,85
2020-03-24,139,0,1123,0,6,82
2020-03-25,151,0,1371,0,6,90
2020-03-26,171,0,1608,0,12,79
2020-03-27,217,0,2110,0,12,87
2020-03-28,200,0,1383,0,9,83
2020-03-29,128,0,1301,0,8,52
2020-03-30,313,0,3218,0,11,69
2020-03-31,255,0,3209,0,15,51
2020-04-01,282,0,3558,0,22,61
2020-04-02,382,0,5749,0,18,72
2020-04-03,473,0,6615,0,20,72
2020-04-04,312,0,3685,0,15,44
2020-04-05,158,0,2187,0,12,36
2020-04-06,424,0,6530,0,17,51
2020-04-07,347,0,6350,0,12,56
2020-04-08,301,0,5608,24,15,28
2020-04-09,140,0,2522,0,13,34
2020-04-10,142,0,2303,0,16,34
2020-04-11,140,0,2210,0,11,31
2020-04-12,157,0,2118,12,11,27
2020-04-13,156,0,2129,0,16,30
2020-04-14,258,0,6186,0,12,45
2020-04-15,199,0,5600,0,10,30
2020-04-16,178,0,5299,47,12,33
2020-04-17,168,0,4774,0,9,27
2020-04-18,106,0,2271,0,10,27
2020-04-19,114,0,1860,0,6,34
2020-04-20,215,0,6642,0,7,33
2020-04-21,202,0,9745,41,12,38
2020-04-22,229,0,11580,57,14,29
2020-04-23,232,0,12459,0,10,33
2020-04-24,165,0,14781,0,6,22
2020-04-25,136,0,12416,0,5,27
2020-04-26,121,0,10301,0,5,26
2020-04-27,219,0,17341,0,9,21
2020-04-28,136,0,16262,0,10,15
2020-04-29,140,0,16058,0,9,15
2020-04-30,149,0,15935,0,9,17
2020-05-01,152,0,14432,0,11,16
2020-05-02,117,0,11149,0,8,24
2020-05-03,78,0,9001,0,9,16
2020-05-04,124,0,17830,0,7,15
2020-05-05,123,0,16018,0,3,17
2020-05-06,107,0,14525,35,6,6
2020-05-07,123,0,14414,1,6,15
2020-05-08,69,0,8378,0,4,9
2020-05-09,66,1,8250,1,3,10
2020-05-10,60,0,6693,0,5,10
2020-05-11,79,0,16449,0,4,8
2020-05-12,58,0,14777,2,7,8
2020-05-13,71,0,14713,0,5,6
2020-05-14,64,0,12977,0,0,13
2020-05-15,91,0,12650,0,6,17
2020-05-16,35,0,7715,0,3,5
2020-05-17,50,0,7094,0,3,4
2020-05-18,82,0,15262,0,3,14
2020-05-19,64,0,14906,0,2,8
2020-05-20,72,0,14432,0,5,7
2020-05-21,31,0,8505,0,0,6
2020-05-22,73,0,12316,0,1,13
2020-05-23,38,0,8804,0,1,11
2020-05-24,37,0,8687,0,1,2
2020-05-25,52,0,18300,0,0,6
2020-05-26,63,0,15980,0,3,11
2020-05-27,52,0,14781,0,1,7
2020-05-28,39,0,13141,0,0,5
2020-05-29,46,0,11786,0,1,9
2020-05-30,33,0,7181,0,4,7
2020-05-31,22,0,7648,0,2,4
2020-06-01,36,0,8745,0,3,5
2020-06-02,56,0,15549,0,1,6
2020-06-03,53,0,13383,0,1,3
2020-06-04,42,0,11864,0,4,6
2020-06-05,36,0,9679,0,2,9
2020-06-06,15,0,7986,0,3,2
2020-06-07,14,0,7766,56,2,4
2020-06-08,47,0,16855,0,0,5
2020-06-09,31,0,15662,0,0,1
2020-06-10,41,0,14968,0,0,1
2020-06-11,49,0,14613,0,1,1
2020-06-12,60,0,14881,0,3,6
2020-06-13,28,0,10019,1,0,5
2020-06-14,23,0,9069,0,1,2
2020-06-15,41,0,17724,0,0,4
2020-06-16,47,0,18209,0,1,8
2020-06-17,76,0,19224,0,1,5
2020-06-18,49,0,17511,0,1,5
2020-06-19,44,0,16991,0,1,4
2020-06-20,39,0,12112,0,1,4
2020-06-21,35,0,11430,26,0,4
2020-06-22,48,0,21462,0,0,6
2020-06-23,19,0,20913,0,1,4
2020-06-24,45,0,20075,0,0,6
2020-06-25,32,0,16827,0,1,5
2020-06-26,24,0,15741,0,0,1
2020-06-27,20,0,9488,0,0,4
2020-06-28,11,0,9458,0,1,6
2020-06-29,30,0,18722,0,0,3
2020-06-30,26,0,17888,0,0,0
2020-07-01,12,0,17616,0,1,2
2020-07-02,15,0,15357,0,0,4
2020-07-03,20,0,14320,0,0,3
2020-07-04,14,0,9670,0,1,0
2020-07-05,13,0,9741,0,0,3
2020-07-06,11,0,17840,0,2,4
2020-07-07,13,0,16513,0,0,2
2020-07-08,27,0,15898,0,0,1
2020-07-09,41,0,14341,0,0,3
2020-07-10,34,0,14184,0,3,3
2020-07-11,24,0,9656,0,1,5
2020-07-12,23,0,9131,0,0,1
2020-07-13,35,0,18279,0,0,0
2020-07-14,35,0,16718,0,0,4
2020-07-15,44,0,16346,0,1,5
2020-07-16,52,0,15181,0,0,1
2020-07-17,33,0,14276,0,1,4
2020-07-18,43,0,10671,0,0,2
2020-07-19,28,0,10940,0,0,2
2020-07-20,33,0,18211,0,0,4
2020-07-21,37,0,16694,0,0,2
2020-07-22,36,0,16644,0,2,4
2020-07-23,55,0,15790,0,0,2
2020-07-24,37,0,16108,0,0,2
2020-07-25,27,0,11731,0,0,5
2020-07-26,25,0,12805,0,0,3
2020-07-27,64,0,20724,0,0,3
2020-07-28,78,0,20376,0,1,2
2020-07-29,66,0,20224,0,1,7
2020-07-30,84,0,20541,0,0,5
2020-07-31,58,0,19915,0,1,3
2020-08-01,65,0,14305,0,0,4
2020-08-02,78,0,15716,0,0,2
2020-08-03,118,0,23844,0,0,7
2020-08-04,122,0,24946,0,0,5
2020-08-05,118,0,24854,1,1,7
2020-08-06,175,0,26848,0,0,4
2020-08-07,143,0,27059,0,0,5
2020-08-08,90,0,20788,0,1,3
2020-08-09,131,0,20932,0,2,3
2020-08-10,157,0,30953,0,1,4
2020-08-11,137,0,33527,0,0,3
2020-08-12,163,0,34727,0,0,3
2020-08-13,117,0,33796,8,0,4
2020-08-14,113,0,32563,0,0,6
2020-08-15,128,0,25250,0,0,2
2020-08-16,90,0,25599,0,0,5
2020-08-17,97,0,35579,0,0,8
2020-08-18,114,0,37881,0,0,1
2020-08-19,87,0,39067,0,0,6
2020-08-20,88,0,38011,0,0,8
2020-08-21,88,0,35709,0,1,5
2020-08-22,89,0,28635,0,1,3
2020-08-23,75,0,27561,0,0,4
2020-08-24,75,0,39336,0,0,3
2020-08-25,85,0,39814,0,1,4
2020-08-26,81,0,40054,0,0,9
2020-08-27,71,0,38675,0,0,1
2020-08-28,109,0,35429,0,0,4
2020-08-29,90,0,25184,0,0,2
2020-08-30,105,0,25244,0,0,4
2020-08-31,123,0,39637,0,2,6
2020-09-01,201,0,39253,0,0,1
2020-09-02,160,0,40019,0,0,5
2020-09-03,194,0,38809,24,1,4
2020-09-04,205,0,40138,0,0,8
2020-09-05,200,0,28976,0,0,13
2020-09-06,224,0,29754,0,1,9
2020-09-07,297,0,47893,0,1,7
2020-09-08,329,0,48354,0,0,6
2020-09-09,294,0,48840,0,1,13
2020-09-10,371,0,52171,0,0,14
2020-09-11,348,0,50575,0,1,11
2020-09-12,302,0,41718,0,1,17
2020-09-13,298,0,41900,0,2,10
2020-09-14,384,0,55785,1,0,13
2020-09-15,439,0,56157,0,1,14
2020-09-16,560,0,56699,0,1,21
2020-09-17,519,0,52062,0,0,13
2020-09-18,477,0,51572,0,0,14
2020-09-19,421,0,40425,0,3,24
2020-09-20,411,0,40969,0,3,19
2020-09-21,538,0,54189,0,1,21
2020-09-22,592,0,56633,0,2,14
2020-09-23,656,0,55683,0,1,24
2020-09-24,608,0,53932,0,2,26
2020-09-25,488,0,51594,0,1,18
2020-09-26,396,0,39984,0,1,12
2020-09-27,359,0,39623,0,0,20
2020-09-28,485,0,54003,0,1,21
2020-09-29,452,0,50817,0,1,14
2020-09-30,438,0,47976,0,0,20
2020-10-01,433,0,44598,0,2,23
2020-10-02,368,0,43183,0,2,19
2020-10-03,339,0,33981,0,3,11
2020-10-04,313,0,33955,0,3,21
2020-10-05,435,0,52642,0,2,31
2020-10-06,431,0,53627,0,0,10
2020-10-07,452,0,50486,0,1,16
2020-10-08,426,0,48124,0,3,9
2020-10-09,415,0,39706,0,1,15
2020-10-10,286,0,27469,0,3,15
2020-10-11,256,0,26770,0,2,14
2020-10-12,467,0,40601,0,3,24
2020-10-13,436,0,36289,0,1,19
2020-10-14,480,0,36127,0,1,22
2020-10-15,459,0,35456,0,0,21
2020-10-16,478,0,34773,0,2,21
2020-10-17,433,1,27153,1,5,15
2020-10-18,457,0,30274,0,3,24
2020-10-19,706,0,48310,0,1,25
2020-10-20,792,0,44678,0,3,19
2020-10-21,865,0,47533,0,4,25
2020-10-22,880,1,49655,1,4,18
2020-10-23,866,0,50591,0,5,27
2020-10-24,824,0,45801,0,3,22
2020-10-25,927,0,51926,0,3,27
2020-10-26,1021,2,66140,2,3,33
2020-10-27,1262,6,73495,6,2,35
2020-10-28,1220,2,70458,2,3,30
2020-10-29,1024,0,68123,0,2,37
2020-10-30,1095,0,64106,0,1,33
2020-10-31,985,0,51286,0,2,40
2020-11-01,965,0,51835,0,1,38
2020-11-02,1284,0,70513,0,4,40
2020-11-03,1268,1,73758,1,3,41
2020-11-04,1257,1,71633,1,5,52
2020-11-05,1042,0,71485,0,3,48
2020-11-06,971,4,69486,4,4,32
2020-11-07,848,0,59039,0,1,29
2020-11-08,758,0,58175,0,4,39
2020-11-09,1063,1,81330,1,4,56
2020-11-10,1083,1,80782,1,2,38
2020-11-11,1107,1,76243,1,1,49
2020-11-12,1067,5,74229,5,1,34
2020-11-13,1158,2,72041,2,1,39
2020-11-14,1056,0,56124,0,5,34
2020-11-15,1007,1,55306,1,3,32
2020-11-16,1264,1,79314,1,4,51
2020-11-17,1341,3,82542,3,3,62
2020-11-18,1351,1,79931,1,5,46
2020-11-19,1236,0,75401,0,3,43
2020-11-20,1260,1,72595,1,4,42
2020-11-21,1010,0,57736,0,5,33
2020-11-22,1014,0,60988,0,6,40
2020-11-23,1198,2,77416,2,3,48
