location_id,location_name,parent_id,level,gbd_region_id,gbd_region_name,gbd_super_region_id,gbd_super_region_name,measure_name,metric_id,metric_name,mean_value,lower_ci,upper_ci
36,Kazakhstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,37.1,NA,NA
36,Kazakhstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,49000,46800,50900
36,Kazakhstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,141,134.8,146.7
36,Kazakhstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,3.8,3.64,3.96
36,Kazakhstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,12900,NA,NA
37,Kyrgyzstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,22.4,NA,NA
37,Kyrgyzstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,22600,21200,23900
37,Kyrgyzstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,180.2,169.4,190.4
37,Kyrgyzstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,8.06,7.58,8.52
37,Kyrgyzstan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,2800,NA,NA
38,Mongolia,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,33.4,NA,NA
38,Mongolia,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,5600,4540,6430
38,Mongolia,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,90.9,73.7,104.4
38,Mongolia,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.72,2.21,3.13
38,Mongolia,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,2060,NA,NA
39,Tajikistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,1.4,NA,NA
39,Tajikistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,29400,28300,30500
39,Tajikistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,160.6,155,166.8
39,Tajikistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,115.8,111.78,120.29
39,Tajikistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,254,NA,NA
40,Turkmenistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,33.5,NA,NA
40,Turkmenistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,15200,14700,15800
40,Turkmenistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,160.6,155,166.8
40,Turkmenistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,4.79,4.62,4.97
40,Turkmenistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,3180,NA,NA
41,Uzbekistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,2.4,NA,NA
41,Uzbekistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,69100,66000,73400
41,Uzbekistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,112.3,107.4,119.3
41,Uzbekistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,46.51,44.47,49.41
41,Uzbekistan,32,3,32,Central Asia,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,1480,NA,NA
42,Central Europe,31,2,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,157.8,NA,NA
42,Central Europe,31,2,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,674000,657000,687000
42,Central Europe,31,2,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,315.7,308,322
42,Central Europe,31,2,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2,1.95,2.04
42,Central Europe,31,2,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,337000,NA,NA
43,Albania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,64.4,NA,NA
43,Albania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,17300,16500,18100
43,Albania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,346.5,331.1,361.3
43,Albania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,5.38,5.14,5.61
43,Albania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,3220,NA,NA
44,Bosnia and Herzegovina,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,214.8,NA,NA
44,Bosnia and Herzegovina,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,20900,19600,22000
44,Bosnia and Herzegovina,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,333.9,313.8,351.7
44,Bosnia and Herzegovina,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.55,1.46,1.64
44,Bosnia and Herzegovina,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,13400,NA,NA
45,Bulgaria,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,243,NA,NA
45,Bulgaria,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,82500,81200,83800
45,Bulgaria,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,647.3,637.6,658.2
45,Bulgaria,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.66,2.62,2.71
45,Bulgaria,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,31000,NA,NA
46,Croatia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,156.7,NA,NA
46,Croatia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,22900,22100,23800
46,Croatia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,285.6,275.7,297.6
46,Croatia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.82,1.76,1.9
46,Croatia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,12500,NA,NA
47,Czechia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,180.1,NA,NA
47,Czechia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,49100,47000,51000
47,Czechia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,244.8,234.5,254.5
47,Czechia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.36,1.3,1.41
47,Czechia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,36100,NA,NA
48,Hungary,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,217,NA,NA
48,Hungary,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,53800,52400,55200
48,Hungary,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,297.8,290.2,305.5
48,Hungary,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.37,1.34,1.41
48,Hungary,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,39200,NA,NA
50,Montenegro,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,210.9,NA,NA
50,Montenegro,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,4080,3670,4470
50,Montenegro,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,357,321.2,390.9
50,Montenegro,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.69,1.52,1.85
50,Montenegro,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,2410,NA,NA
49,North Macedonia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,229.9,NA,NA
49,North Macedonia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,20200,19100,21200
49,North Macedonia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,583.6,552.9,613.8
49,North Macedonia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.54,2.4,2.67
49,North Macedonia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,7960,NA,NA
51,Poland,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,135,NA,NA
51,Poland,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,214000,210000,218000
51,Poland,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,297.2,291.7,302.7
51,Poland,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.2,2.16,2.24
51,Poland,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,97100,NA,NA
52,Romania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,161.9,NA,NA
52,Romania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,119000,115000,125000
52,Romania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,328.7,318.1,345.2
52,Romania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.03,1.97,2.13
52,Romania,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,58800,NA,NA
53,Serbia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,77.7,NA,NA
53,Serbia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,37400,35200,40700
53,Serbia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,228.9,215.4,248.7
53,Serbia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.95,2.77,3.2
53,Serbia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,12700,NA,NA
54,Slovakia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,163.7,NA,NA
54,Slovakia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,25400,23800,26600
54,Slovakia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,250.4,234.6,261.5
54,Slovakia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.53,1.43,1.6
54,Slovakia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,16600,NA,NA
55,Slovenia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,144,NA,NA
55,Slovenia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,6980,6070,7830
55,Slovenia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,179.9,156.5,201.8
55,Slovenia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.25,1.09,1.4
55,Slovenia,42,3,42,Central Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,5590,NA,NA
56,Eastern Europe,31,2,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,194.4,NA,NA
56,Eastern Europe,31,2,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,1390000,1370000,1410000
56,Eastern Europe,31,2,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,345.2,340.6,349.5
56,Eastern Europe,31,2,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.78,1.75,1.8
56,Eastern Europe,31,2,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,783000,NA,NA
57,Belarus,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,31.5,NA,NA
57,Belarus,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,85600,81600,93400
57,Belarus,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,483.1,460.7,527
57,Belarus,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,15.34,14.63,16.74
57,Belarus,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,5580,NA,NA
58,Estonia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,77.8,NA,NA
58,Estonia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,5630,5180,6180
58,Estonia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,226.7,208.3,248.9
58,Estonia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.92,2.68,3.2
58,Estonia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,1930,NA,NA
59,Latvia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,129.3,NA,NA
59,Latvia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,12400,11700,13100
59,Latvia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,352,332.1,371.5
59,Latvia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.72,2.57,2.87
59,Latvia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,4570,NA,NA
60,Lithuania,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,142.5,NA,NA
60,Lithuania,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,20000,19200,20800
60,Lithuania,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,385,370.3,400.4
60,Lithuania,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,2.7,2.6,2.81
60,Lithuania,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,7390,NA,NA
61,Moldova,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,152.8,NA,NA
61,Moldova,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,16500,15100,18100
61,Moldova,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,245.2,223.9,268.8
61,Moldova,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.6,1.47,1.76
61,Moldova,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,10300,NA,NA
62,Russia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,228.1,NA,NA
62,Russia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,1070000,1060000,1080000
62,Russia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,374.6,369.7,378.4
62,Russia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.64,1.62,1.66
62,Russia,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,651000,NA,NA
63,Ukraine,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",covid_death_rate,3,Rate,125,NA,NA
63,Ukraine,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_deaths,1,Number,181000,177000,186000
63,Ukraine,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",excess_death_rate,3,Rate,221.7,217,228.2
63,Ukraine,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",ratio_excess_over_covid,NA,NA,1.77,1.74,1.83
63,Ukraine,56,3,56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",reported_covid_deaths,1,Number,102000,NA,NA
64,High income,1,1,NA,,64,High-income,covid_death_rate,3,Rate,87.9,NA,NA
64,High income,1,1,NA,,64,High-income,excess_deaths,1,Number,2640000,2520000,2750000
64,High income,1,1,NA,,64,High-income,excess_death_rate,3,Rate,125.8,120.2,131.1
64,High income,1,1,NA,,64,High-income,ratio_excess_over_covid,NA,NA,1.43,1.37,1.49
64,High income,1,1,NA,,64,High-income,reported_covid_deaths,1,Number,1840000,NA,NA
70,Australasia,64,2,70,Australasia,64,High-income,covid_death_rate,3,Rate,4,NA,NA
70,Australasia,64,2,70,Australasia,64,High-income,excess_deaths,1,Number,-19000,-22200,-15200
70,Australasia,64,2,70,Australasia,64,High-income,excess_death_rate,3,Rate,-32.9,-38.6,-26.4
70,Australasia,64,2,70,Australasia,64,High-income,ratio_excess_over_covid,NA,NA,-8.23,-9.65,-6.6
70,Australasia,64,2,70,Australasia,64,High-income,reported_covid_deaths,1,Number,2300,NA,NA
71,Australia,70,3,70,Australasia,64,High-income,covid_death_rate,3,Rate,4.7,NA,NA
71,Australia,70,3,70,Australasia,64,High-income,excess_deaths,1,Number,-18100,-21400,-14400
71,Australia,70,3,70,Australasia,64,High-income,excess_death_rate,3,Rate,-37.6,-44.5,-29.9
71,Australia,70,3,70,Australasia,64,High-income,ratio_excess_over_covid,NA,NA,-8.03,-9.52,-6.39
71,Australia,70,3,70,Australasia,64,High-income,reported_covid_deaths,1,Number,2250,NA,NA
72,New Zealand,70,3,70,Australasia,64,High-income,covid_death_rate,3,Rate,0.5,NA,NA
72,New Zealand,70,3,70,Australasia,64,High-income,excess_deaths,1,Number,-872,-1330,-451
72,New Zealand,70,3,70,Australasia,64,High-income,excess_death_rate,3,Rate,-9.3,-14.1,-4.8
72,New Zealand,70,3,70,Australasia,64,High-income,ratio_excess_over_covid,NA,NA,-17.1,-26.06,-8.84
72,New Zealand,70,3,70,Australasia,64,High-income,reported_covid_deaths,1,Number,51,NA,NA
65,High-income Asia Pacific,64,2,65,High-income Asia Pacific,64,High-income,covid_death_rate,3,Rate,6.8,NA,NA
65,High-income Asia Pacific,64,2,65,High-income Asia Pacific,64,High-income,excess_deaths,1,Number,114000,103000,124000
65,High-income Asia Pacific,64,2,65,High-income Asia Pacific,64,High-income,excess_death_rate,3,Rate,30.9,28.1,33.8
65,High-income Asia Pacific,64,2,65,High-income Asia Pacific,64,High-income,ratio_excess_over_covid,NA,NA,4.56,4.15,4.99
65,High-income Asia Pacific,64,2,65,High-income Asia Pacific,64,High-income,reported_covid_deaths,1,Number,24900,NA,NA
66,Brunei,65,3,65,High-income Asia Pacific,64,High-income,covid_death_rate,3,Rate,11.7,NA,NA
66,Brunei,65,3,65,High-income Asia Pacific,64,High-income,excess_deaths,1,Number,132,44,217
66,Brunei,65,3,65,High-income Asia Pacific,64,High-income,excess_death_rate,3,Rate,15.8,5.2,25.9
66,Brunei,65,3,65,High-income Asia Pacific,64,High-income,ratio_excess_over_covid,NA,NA,1.35,0.44,2.22
66,Brunei,65,3,65,High-income Asia Pacific,64,High-income,reported_covid_deaths,1,Number,98,NA,NA
67,Japan,65,3,65,High-income Asia Pacific,64,High-income,covid_death_rate,3,Rate,7.3,NA,NA
67,Japan,65,3,65,High-income Asia Pacific,64,High-income,excess_deaths,1,Number,111000,103000,116000
67,Japan,65,3,65,High-income Asia Pacific,64,High-income,excess_death_rate,3,Rate,44.1,41,46.4
67,Japan,65,3,65,High-income Asia Pacific,64,High-income,ratio_excess_over_covid,NA,NA,6.02,5.58,6.33
67,Japan,65,3,65,High-income Asia Pacific,64,High-income,reported_covid_deaths,1,Number,18400,NA,NA
69,Singapore,65,3,65,High-income Asia Pacific,64,High-income,covid_death_rate,3,Rate,7.4,NA,NA
69,Singapore,65,3,65,High-income Asia Pacific,64,High-income,excess_deaths,1,Number,-1770,-2360,-1090
69,Singapore,65,3,65,High-income Asia Pacific,64,High-income,excess_death_rate,3,Rate,-15.8,-21,-9.8
69,Singapore,65,3,65,High-income Asia Pacific,64,High-income,ratio_excess_over_covid,NA,NA,-2.14,-2.85,-1.32
69,Singapore,65,3,65,High-income Asia Pacific,64,High-income,reported_covid_deaths,1,Number,828,NA,NA
